,OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Region,Households,Workers_1,Residents,Drivers,Vehicles,White,Male,Lowwage,Medwage,Highwage,W_P_Lowwage,W_P_Medwage,W_P_Highwage,GasPrice,logd1a,logd1c,logd3aao,logd3apo,d4bo25,d5dei_1,logd4d,UPTpercap,B_C_constant,B_C_male,B_C_ld1c,B_C_drvmveh,B_C_ld1a,B_C_ld3apo,B_C_inc1,B_C_gasp,B_N_constant,B_N_inc2,B_N_inc3,B_N_white,B_N_male,B_N_drvmveh,B_N_gasp,B_N_ld1a,B_N_ld1c,B_N_ld3aao,B_N_ld3apo,B_N_d4bo25,B_N_d5dei,B_N_UPTpc,C_R_Households,C_R_Pop,C_R_Workers,C_R_Drivers,C_R_Vehicles,C_R_White,C_R_Male,C_R_Lowwage,C_R_Medwage,C_R_Highwage,C_R_DrmV,NonCom_VMT_Per_Worker,Com_VMT_Per_Worker,VMT_per_worker,VMT_tot_min,VMT_tot_max,VMT_tot_avg,GHG_per_worker,Annual_GHG,SLC_score,Shape__Area,Shape__Length,FIPS,StCtyTract
49,50,481130193022,481130193022,48,113,19302,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,91.938497,0.0,91.938497,87.20863,1311,395.0,346.0,0.583,0,0.0,97,0.280346820809,249,0.719653179191,339,53,65,221,0.156342182890855,66,0,14,4,23,25,0,14,4,23,25,0,0,0,9,31,26,0.136363636363636,4.52936825174298,15.0329158937596,0.756805834468447,0.0,0.160534570947852,0.0458670202708149,0.263735366557186,0.286668876692593,0.0,0.160534570947852,0.0458670202708149,0.263735366557186,0.286668876692593,0.0,0.0,0.0,5.28617408621142,0,0.190751445086705,0.890066009357364,0.7666611307363,0.890066009357364,0.593377339571576,0.396196876949579,0.495977106659347,0.546280559038171,0.342758537056276,0.0958605664488017,0.325925925925926,5.13636363636364,0.0159808581854834,28.3700766139315,0.0,0.0,28.3700766139315,352.806289622072,0.0,0.0,0.0,320.214066584099,139.223507210478,489.51,0.0,0.135814839854704,1.33,9.2583632295,0.00101449275362,453388,297999,227727,88391,0.0004161038221749,0.821757018831675,0.0003509777887695,0.825614641687584,0.0008833632395405,0.31072551331172,0.0007857099370755,0.227497580661766,7,11,20,16,15.0,"Dallas-Fort Worth-Arlington, TX Metro Area",359.0,339.0,1362.0,1036.64,824.0,1037.0,506.0,53.0,65.0,221.0,0.136363636363636,0.46969696969697,0.393939393939394,213.0,1.71007356881719,0.563497293404772,0.0,3.37997635378498,0.0,0.0,2.0,11.0,1.619132,-0.08634,-0.081405,-0.138925,0.035029,-0.407931,0.088794,0.01184,2.284491,0.331203,0.225827,0.033954,0.030998,0.089697,-0.000237,-0.098404,-0.098404,-0.038233,-0.327675,-0.604256,-0.362943,0.025636,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,4.75636649034391,16.4487120533604,21.2050785437043,11.4429945577514,82.6363030031542,25.6593272665218,18.8937249824405,4912.36849543454,86.2879191891478,372072.138237,2719.09722487394,48113,48113019302
50,51,481130078261,481130078261,48,113,7826,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,146.2340271,0.0,146.2340271,69.60911,987,633.0,548.0,0.737,17,0.0310218978102,321,0.585766423358,210,0.383211678832,738,127,199,412,0.172086720867209,20,0,0,0,20,0,0,0,0,20,0,0,0,0,3,9,8,0.15,9.09363731270232,14.1791785586685,0.287318714461369,0.0,0.0,0.0,0.287318714461369,0.0,0.0,0.0,0.0,0.287318714461369,0.0,0.0,0.0,0.0,9.38095602716369,0,0.0364963503649635,0.0,0.0,0.0,0.0,0.219887712180534,0.173024707153968,0.19262542224115,0.0001628663478794,0.0397219463753724,0.0527704485488126,36.9,2.5634691757977097e-16,14.2011029632978,5.10454698158932,0.436823352090708,8.65973262961782,42.3168268201239,17.5061854670075,0.0,0.0,30.6358245672631,21.8827318337594,250.79,0.1054071748242,0.480431124423769,16.33,71.4690021691,0.0165450861196,364051,259892,294583,138821,0.000334113414044,0.659835426748591,0.0003060960589763,0.72003812246843,0.0011427006599725,0.401948183078451,0.0012339835410252,0.357292503139992,3,1,9,18,9.66666666666667,"Dallas-Fort Worth-Arlington, TX Metro Area",642.0,738.0,1036.0,741.84,855.0,366.0,589.0,127.0,199.0,412.0,0.15,0.45,0.4,213.0,2.31190525629397,0.252561539340048,1.8090339003195,2.26796596974799,0.0,0.0,4.0,11.0,0.870029,-0.000715,-0.091136,-0.180168,-0.026722,-0.258759,-0.064944,0.013811,2.197137,0.344426,0.238351,0.026036,0.029348,0.070814,-7e-05,-0.096072,-0.096072,-0.035736,-0.312454,-0.64106,-0.327714,0.025269,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.52014376938539,23.7652308564685,29.2853746258539,11.4429945577514,82.6363030031542,25.6593272665218,26.0932687916358,6784.24988582532,74.9381220542861,591801.488136292,4365.96985060102,48113,48113007826
51,52,481130078153,481130078153,48,113,7815,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,162.821603,0.0,162.821603,77.09944,3083,1221.0,1037.0,0.614,185,0.178399228544,625,0.602700096432,227,0.218900675024,1096,287,559,250,0.261861313868613,23,0,17,4,2,0,0,17,4,2,0,0,0,0,4,10,9,0.173913043478261,15.8366909020351,39.9873202710681,0.29831604483768,0.0,0.220494467923502,0.0518810512761182,0.0259405256380591,0.0,0.0,0.220494467923502,0.0518810512761182,0.0259405256380591,0.0,0.0,0.0,0.0,16.1350069468728,0,0.0221793635486982,0.673587646309915,0.459795099900383,0.673587646309915,0.355870386783413,0.0870184003240681,0.0377130574758376,0.0384449071918816,3.10576959087488e-41,0.0148100450740501,0.0411081322609472,47.6521739130435,5.48552628962934e-21,11.0008125852144,0.0,1.97875460352253,9.02205798169182,82.5836360301649,0.0,0.0,0.0,117.920470295333,3.93068234317777,135.45,0.0,0.108839856029698,7.33,28.8119015755,0.0023775543302,456573,309046,223139,116492,0.0004190269049949,0.827529769996194,0.000363988743949,0.856220667032376,0.00086556618191,0.304465348047724,0.0010355004693894,0.2998229250314,1,5,13,20,12.0,"Dallas-Fort Worth-Arlington, TX Metro Area",1064.0,1096.0,3287.0,1943.92,1245.0,348.0,1702.0,287.0,559.0,250.0,0.173913043478261,0.434782608695652,0.391304347826087,213.0,2.82356048725063,0.261068074651449,0.0,2.30478846196201,0.0,0.0,3.0,11.0,1.171627,-0.012858,-0.09423,-0.233434,-0.052558,-0.229636,-0.056584,0.012533,2.179069,0.331939,0.230373,0.031779,0.029244,0.096545,0.000309,-0.095094,-0.095094,-0.036341,-0.331443,-0.623744,-0.345903,0.024698,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,6.07384941538376,23.1027751187609,29.1766245341447,11.4429945577514,82.6363030031542,25.6593272665218,25.9963724599229,6759.05683957996,75.0908753032696,658930.83216095,5093.6846871841,48113,48113007815
52,53,481130078152,481130078152,48,113,7815,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,123.1400611,0.0,123.1400611,123.14006,2123,857.0,732.0,0.649,107,0.146174863388,420,0.573770491803,205,0.280054644809,975,277,472,226,0.284102564102564,2895,197,23,149,1827,699,197,20,149,1274,699,0,553,3,888,874,1133,0.306735751295337,6.95955483536389,17.2405308231943,23.5098147589014,1.5998043203812,0.186779184613033,1.21000428292791,14.8367639255657,5.67646304541349,1.5998043203812,0.162416682272203,1.21000428292791,10.3459426607393,5.67646304541349,0.0,4.49082126482641,0.0243625023408304,30.4693695942653,0,3.95491803278689,0.626064255489813,0.626064255489813,0.718234782270519,0.672113317066704,0.72954570306668,0.583108507592557,0.638400551939488,0.401760595889018,0.846153846153846,0.503875968992248,0.336787564766839,0.51519364708676,17.3309205064239,0.0,8.50459683741736,8.82632366900653,72.7834623431091,0.0,10.3946675725663,15.5920013588494,51.9733378628314,15.5920013588494,159.59,0.126695753574323,0.78733999302603,33.67,174.994228584,0.0158596325954,456322,308517,294070,172046,0.0004187965458779,0.827074837329853,0.0003633656973943,0.854755057599282,0.0011407107099802,0.401248212550895,0.0015293214448767,0.442805814647806,17,14,12,20,15.8333333333333,"Dallas-Fort Worth-Arlington, TX Metro Area",798.0,975.0,2206.0,1443.2,995.0,442.0,1050.0,277.0,472.0,226.0,0.306735751295337,0.301899827288428,0.391364421416235,213.0,2.07437307308688,3.1990736397351,0.0,2.2850648732616,0.0,0.0,5.0,11.0,1.171627,-0.012858,-0.09423,-0.233434,-0.052558,-0.229636,-0.056584,0.012533,2.179069,0.331939,0.230373,0.031779,0.029244,0.096545,0.000309,-0.095094,-0.095094,-0.036341,-0.331443,-0.623744,-0.345903,0.024698,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,4.17789395888865,18.1649493793329,22.3428433382216,11.4429945577514,82.6363030031542,25.6593272665218,19.9074734143554,5175.94308773241,84.6897847305002,498340.908500671,4333.31651056154,48113,48113007815
53,54,481130136151,481130136151,48,113,13615,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,55.8774643,0.0,55.8774643,55.8774643,1741,1083.0,1015.0,0.706,130,0.128078817734,616,0.606896551724,269,0.265024630542,797,203,328,266,0.254705144291092,17,0,0,2,15,0,0,0,2,10,0,0,5,0,4,7,6,0.235294117647059,19.3816955290865,31.1574625264447,0.304237141269132,0.0,0.0,0.035792604855192,0.26844453641394,0.0,0.0,0.0,0.035792604855192,0.17896302427596,0.0,0.0,0.0894815121379801,0.0,19.6859326703556,0,0.0167487684729064,0.522559374536941,0.225054072814555,0.840916049419837,0.444273468195007,0.0818681465320383,0.0953909435774609,0.104315606024612,1.24592818303032e-10,0.0193401592718999,0.0417690417690418,46.8823529411765,1.18453337267705e-20,10.9650092162897,0.0,3.86224900340174,7.10276021288795,22.9187207408766,0.0,11.4536335536615,0.0,22.9072671073229,0.0,426.48,0.0,0.0,4.67,53.4884686956,0.00268236645606,468012,303795,197352,98314,0.0004295252234812,0.848262737208417,0.0003578042118908,0.841672623302359,0.0007655372531575,0.269279889969545,0.0008739157465539,0.253037041612618,1,7,7,16,9.0,"Dallas-Fort Worth-Arlington, TX Metro Area",1023.0,797.0,1612.0,1285.68,1067.0,479.0,845.0,203.0,328.0,266.0,0.235294117647059,0.411764705882353,0.352941176470588,213.0,3.01463722006936,0.265618303771999,0.0,2.0922047706537,0.0,0.0,4.0,11.0,0.214266,-0.111203,0.011252,0.20901,0.267165,0.090973,-0.241796,0.009905,2.06386,0.312244,0.222485,0.033502,0.02245,0.123324,0.001095,-0.08453,-0.08453,-0.035341,-0.339431,-0.66885,-0.340045,0.021243,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,6.59105700806091,30.0347728614546,36.6258298695155,11.4429945577514,82.6363030031542,25.6593272665218,32.6336144137383,8484.73974757196,64.6275248872912,226132.561088562,1972.07486894553,48113,48113013615
54,55,481130137262,481130137262,48,113,13726,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,251.5809114,0.0,251.5809114,202.5208,2144,1115.0,1026.0,0.694,0,0.0,463,0.45126705653,563,0.54873294347,1127,197,343,587,0.174800354924579,1058,16,196,97,649,100,16,196,97,386,100,15,248,0,216,321,521,0.204158790170132,5.50560732527227,10.5865669106581,5.22415475348705,0.0790042306765527,0.967801825787771,0.478963148476601,3.20460910681767,0.493776441728455,0.0790042306765527,0.967801825787771,0.478963148476601,1.90597706507183,0.493776441728455,0.0740664662592682,1.22456557548657,0.0,10.7297620787593,0,1.03118908382066,0.694370429809398,0.694370429809398,0.8150560288864,0.762717184815653,0.703432778866414,0.603651574802669,0.655054439679336,0.572163925270778,0.660836976889444,0.968421052631579,1.06521739130435,0.936863775200099,31.3978486865855,0.0,6.06023644535624,25.3376122412293,258.73632318831,0.0,20.3513055561655,17.8073923616448,295.0939305644,30.5269583342482,,0.0,0.0,1.0,2.54391319452,0.000466417910448,412578,272194,-99999,-99999,0.0003786498159309,0.747789679734653,0.0003205851302734,0.754121160740507,-99999.0,-99999.0,-99999.0,-99999.0,16,18,20,1,12.6666666666667,"Dallas-Fort Worth-Arlington, TX Metro Area",912.0,1127.0,1983.0,1365.76,1442.0,598.0,957.0,197.0,343.0,587.0,0.204158790170132,0.303402646502836,0.492438563327032,213.0,1.87266447044613,1.82843765055912,0.0,3.27099804077208,0.0,0.0,1.0,11.0,0.665642,-0.140916,-0.034712,0.260316,0.094581,-0.310735,-0.244257,0.014797,2.042934,0.30317,0.215666,0.035914,0.022918,0.133897,0.001237,-0.0844,-0.0844,-0.034101,-0.336749,-0.667411,-0.347939,0.020501,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,4.67675050435996,20.2225257863712,24.8992762907311,11.4429945577514,82.6363030031542,25.6593272665218,22.1852551750414,5768.16634551077,81.0989515351725,1018133.99427032,6456.73348567222,48113,48113013726
55,56,481130137131,481130137131,48,113,13713,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,136.2405618,0.0,136.2405618,136.2405618,914,260.0,221.0,0.519,11,0.0497737556561,88,0.398190045249,122,0.552036199095,442,117,200,125,0.264705882352941,1014,168,9,485,310,42,168,9,485,114,42,0,196,0,106,403,505,0.104536489151874,1.90838907712138,6.70872160188054,7.44271740077337,1.23311294213997,0.0660596219003554,3.55987962463026,2.2753869765678,0.308278235534992,1.23311294213997,0.0660596219003554,3.55987962463026,0.836755210737835,0.308278235534992,0.0,1.43863176582996,0.0,9.35110647789475,0,4.58823529411765,0.737347285086679,0.737347285086679,0.774545815572555,0.667390629448513,0.805994780090749,0.736272976792424,0.730337864567288,0.427803812504401,0.948132780082988,0.607142857142857,0.435897435897436,0.568870442500523,19.4630262308798,9.16174754381855,6.08073752204047,4.22054116502082,18.7949900247696,18.7902924516566,4.69757311291416,9.39514622582832,9.39514622582832,0.0,,0.0,0.0,-99999.0,-99999.0,-99999.0,474865,317356,-99999,-99999,0.0004358146698128,0.86068366773603,0.0003737761104324,0.879243756614636,-99999.0,-99999.0,-99999.0,-99999.0,19,14,6,1,7.83333333333333,"Dallas-Fort Worth-Arlington, TX Metro Area",190.0,442.0,749.0,460.24,291.0,61.0,391.0,117.0,200.0,125.0,0.104536489151874,0.397435897435897,0.498027613412229,213.0,1.06759934615522,2.13330422370392,2.31863042970397,1.65260106798096,0.0,0.0,0.0,11.0,1.529534,-0.092689,-0.058467,0.298364,0.035129,-0.347548,-0.260878,0.011871,2.066727,0.286693,0.198356,0.040941,0.02845,0.138939,0.001186,-0.086671,-0.086671,-0.033728,-0.333853,-0.65023,-0.362771,0.020393,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,8.01713939491214,34.8125581215658,42.829697516478,11.4429945577514,82.6363030031542,25.6593272665218,38.1612604871819,9921.92772666729,55.9134086558196,551358.51235199,3491.78684969457,48113,48113013713
56,57,481130152061,481130152061,48,113,15206,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,136.3777023,0.0,136.3777023,136.3777023,2786,668.0,668.0,0.475,0,0.0,239,0.357784431138,429,0.642215568862,809,204,308,297,0.252163164400494,99,0,0,1,31,67,0,0,1,14,67,0,17,0,61,27,11,0.616161616161616,4.89816142033653,20.428559456673,0.725925120678617,0.0,0.0,0.0073325769765516,0.227309886273102,0.491282657428963,0.0,0.0,0.0073325769765516,0.102656077671724,0.491282657428963,0.0,0.124653808601379,0.0,5.62408654101514,0,0.148203592814371,0.613711387470464,0.418923194713927,0.641861072813881,0.42790738187592,0.340222916505488,0.467652837719608,0.519653493404733,0.401900606573963,0.0686308492201041,0.21806167400881,8.17171717171717,0.0007680028055854,18.1001315115484,0.0,1.89293357331425,16.2071979382342,86.0715483692381,0.0,9.38569852998616,9.38569852998616,98.5498345648547,4.69284926499308,390.27,0.0,0.0,2.0,9.38569852999,0.000717875089734,385388,275923,77504,42923,0.000353695774525,0.698508328349011,0.0003249770784823,0.76445246050612,0.0003006414896667,0.105751492724673,0.0003815436823782,0.110473675541005,6,6,13,17,12.0,"Dallas-Fort Worth-Arlington, TX Metro Area",648.0,809.0,2884.0,1557.6,1335.0,714.0,1283.0,204.0,308.0,297.0,0.616161616161616,0.272727272727273,0.111111111111111,213.0,1.77464067867515,0.545763208567563,0.0,2.84532778106013,0.0,0.0,2.0,11.0,4.129765,0.148143,-0.030893,-0.163169,-0.1075,-0.173428,-0.311587,-0.001758,2.035708,0.291679,0.181151,0.032607,0.046681,0.097612,0.001197,-0.095993,-0.095993,-0.04246,-0.327637,-0.582316,-0.412486,0.025711,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.45134694031913,19.6910109637631,25.1423579040822,11.4429945577514,82.6363030031542,25.6593272665218,22.4018408925373,5824.47863205969,80.7575126855683,551914.584701538,3085.9175134074,48113,48113015206
57,58,481130152062,481130152062,48,113,15206,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,149.9538705,0.0,149.9538705,149.9538705,1634,389.0,389.0,0.539,29,0.0745501285347,60,0.154241645244,300,0.771208226221,768,168,303,297,0.21875,7,0,5,0,2,0,0,5,0,2,0,0,0,0,4,3,0,0.571428571428571,2.59413110647251,10.896684390684,0.0466810224815104,0.0,0.0333435874867931,0.0,0.0133374349947173,0.0,0.0,0.0333435874867931,0.0,0.0133374349947173,0.0,0.0,0.0,0.0,2.64081212895402,0,0.0179948586118252,0.863120568566631,0.371725795672627,0.863120568566631,0.287706856188877,0.0905048542980277,0.0544553950304466,0.0606242520712038,1.9949393730442e-24,0.008531383302864,0.0180645161290323,109.714285714286,6.1092178249264e-48,17.8994993770607,0.0,1.79036875568076,16.10913062138,96.7764283216684,0.0,21.3398959915476,4.26797919830952,85.3595839661905,21.3398959915476,403.68,0.0,0.0,2.0,8.53595839662,0.00122399020808,365980,260679,33251,18949,0.0003358837835134,0.663331702100665,0.0003070229732269,0.722218528184584,0.000128982119283,0.045369824584384,0.0001684381622296,0.0487702555232977,1,3,14,16,10.6666666666667,"Dallas-Fort Worth-Arlington, TX Metro Area",377.0,768.0,1575.0,1029.6,812.0,559.0,777.0,168.0,303.0,297.0,0.571428571428571,0.428571428571429,0.0,213.0,1.27930226695937,0.0456242269046579,0.0,2.83961227547232,0.0,0.0,2.0,11.0,4.129765,0.148143,-0.030893,-0.163169,-0.1075,-0.173428,-0.311587,-0.001758,2.035708,0.291679,0.181151,0.032607,0.046681,0.097612,0.001197,-0.095993,-0.095993,-0.04246,-0.327637,-0.582316,-0.412486,0.025711,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,6.32224629372676,21.4085713473232,27.7308176410499,11.4429945577514,82.6363030031542,25.6593272665218,24.7081585181755,6424.12121472563,77.1216938235291,606854.026351929,3195.79860736745,48113,48113015206
58,59,481130154015,481130154015,48,113,15401,5,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,183.7000704,0.0,183.7000704,183.7000704,708,287.0,287.0,0.614,0,0.0,97,0.337979094077,190,0.662020905923,333,58,108,167,0.174174174174174,707,110,11,79,6,501,110,11,79,0,501,6,0,0,265,240,202,0.374823196605375,1.56232928694621,3.85410848487078,3.84866482881871,0.598802165728511,0.0598802165728511,0.430048828114113,0.0326619363124643,2.72727168209077,0.598802165728511,0.0598802165728511,0.430048828114113,0.0,2.72727168209077,0.0326619363124643,0.0,0.0,5.41099411576491,0,2.46341463414634,0.549061816323714,0.549061816323714,0.549061816323714,0.424960685717305,0.686222902611001,0.404683498719039,0.431024174849692,0.418827637782918,0.999293286219081,0.640384615384615,0.471004243281471,0.589196369169375,14.004508949838,5.81958477483349,4.07968887476121,4.10523530024328,26.7218188284374,0.0,10.4518196199886,0.0,24.3875791133066,3.48393987332952,,0.0,0.0,-99999.0,-99999.0,-99999.0,352659,261298,-99999,-99999,0.0003236582305318,0.63918764613126,0.0003077520201407,0.72393348515828,-99999.0,-99999.0,-99999.0,-99999.0,16,6,7,1,6.33333333333333,"Dallas-Fort Worth-Arlington, TX Metro Area",185.0,333.0,553.0,335.28,335.0,129.0,292.0,58.0,108.0,167.0,0.374823196605375,0.339462517680339,0.285714285714286,213.0,0.940916722517025,1.57870337402224,1.9197985865464,1.63026654266868,0.0,0.0,0.0,11.0,3.995054,0.167737,0.055204,-0.213579,-0.262567,-0.304719,-0.230216,0.000168,1.869681,0.277278,0.15308,0.033297,0.053713,0.02793,0.001978,-0.095859,-0.095859,-0.04264,-0.326297,-0.600297,-0.419362,0.026074,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,7.84481983661927,29.8334983497947,37.6783181864139,11.4429945577514,82.6363030031542,25.6593272665218,33.5713815040948,8728.55919106465,63.1491720197523,743424.991287231,4489.25271394538,48113,48113015401
59,60,481130147022,481130147022,48,113,14702,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,115.1619434,0.0,115.1619434,115.1619434,394,184.0,148.0,0.668,0,0.0,28,0.189189189189,120,0.810810810811,336,65,122,149,0.193452380952381,16,0,0,0,16,0,0,0,0,1,0,0,15,0,6,9,1,0.375,1.59775004283229,3.4212691134561,0.138934786333243,0.0,0.0,0.0,0.138934786333243,0.0,0.0,0.0,0.0,0.0086834241458276,0.0,0.0,0.130251362187415,0.0,1.73668482916554,0,0.108108108108108,0.0,0.0,0.337290066617014,0.112430022205671,0.46121604051391,0.303331288988556,0.337693492342564,0.102053502947816,0.0780487804878049,0.0909090909090908,21.0,2.0611536224385604e-09,14.0582348431832,0.0,0.18790504594976,13.8703297972334,44.4758038009977,0.0,0.0,0.0,50.0165230799674,11.1147829066594,689.34,0.0,0.0,2.0,11.1147829067,0.00507614213198,427444,286993,22256,15360,0.0003922933164656,0.774734018451054,0.0003380151226425,0.795122208000177,8.63320214959751e-05,0.0303675322832411,0.0001365354462952,0.0395330162455989,9,2,9,14,9.5,"Dallas-Fort Worth-Arlington, TX Metro Area",173.0,336.0,580.0,403.04,456.0,213.0,258.0,65.0,122.0,149.0,0.375,0.5625,0.0625,213.0,0.954645702238846,0.130093427631209,0.0,2.69936793892373,0.0,0.0,2.0,11.0,4.30712,0.065363,-0.032383,-0.191087,-0.10748,-0.090641,-0.299437,-0.003285,2.062368,0.290992,0.185001,0.032449,0.043688,0.112695,0.0011,-0.094484,-0.094484,-0.040762,-0.328899,-0.585222,-0.41324,0.025013,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,7.15643484322835,24.7732903327873,31.9297251760157,11.4429945577514,82.6363030031542,25.6593272665218,28.44938513183,7396.84013427579,71.2237974809454,466054.531219482,2827.4007594959,48113,48113014702
